Potencia_CV,Consumo_Cidade_KmL,Consumo_Estrada_KmL,Preco_R$,Tipo_Cambio,Combustivel
102.3,30.0,36.9,40876.89,Automático,Gasolina
249.6,30.0,37.7,92462.77,Manual,Gasolina
151.9,30.0,36.8,58214.73,Manual,Flex
200.8,30.0,37.2,73863.5,Automático,Gasolina
177.2,30.0,37.4,73877.1,Automático,Gasolina
208.6,30.0,37.4,94365.46,Automático,Diesel
184.6,30.0,37.6,67789.79,Automático,Gasolina
103.0,30.0,35.9,39559.62,Manual,Híbrido
239.8,29.7,36.1,95526.15,Manual,Híbrido
150.4,30.0,35.6,72751.12,Automático,Gasolina
86.6,30.0,39.0,37268.0,Automático,Gasolina
154.3,30.0,34.3,61311.48,Automático,Flex
270.0,30.0,39.2,106587.94,Manual,Flex
231.0,30.0,39.6,87059.64,Automático,Gasolina
159.1,30.0,37.0,58947.99,Automático,Flex
159.0,30.0,33.6,71954.47,Automático,Gasolina
160.7,30.0,37.0,69071.3,Automático,Diesel
304.6,26.8,33.4,119574.23,Automático,Gasolina
202.9,30.0,36.0,87556.37,Automático,Gasolina
205.8,30.0,36.7,86277.28,Manual,Gasolina
241.8,30.0,39.8,89941.18,Manual,Híbrido
194.3,30.0,38.5,75360.64,Manual,Flex
164.5,30.0,36.1,61908.12,Automático,Diesel
168.2,30.0,35.1,63267.63,Automático,Gasolina
175.7,30.0,37.0,75772.53,Automático,Gasolina
177.8,30.0,37.2,84779.97,Automático,Gasolina
223.7,30.0,38.2,114176.58,Manual,Flex
183.1,30.0,36.7,76988.81,Automático,Flex
224.0,30.0,38.3,83420.09,Automático,Flex
175.2,30.0,40.4,65421.54,Manual,Gasolina
184.7,30.0,38.7,84409.84,Manual,Híbrido
75.0,30.0,37.4,37895.44,Automático,Gasolina
235.0,30.0,37.2,94873.69,Automático,Híbrido
200.8,30.0,37.0,88484.22,Automático,Gasolina
239.9,30.0,39.3,99107.78,Automático,Flex
75.0,30.0,36.6,47235.32,Automático,Gasolina
305.3,28.6,35.8,111001.24,Automático,Flex
171.6,30.0,37.6,76832.88,Manual,Flex
246.5,30.0,36.7,108300.05,Automático,Flex
117.6,30.0,35.4,47532.59,Automático,Flex
216.8,30.0,38.0,89097.2,Automático,Flex
116.8,30.0,37.4,47649.41,Automático,Flex
142.6,30.0,38.3,84594.82,Manual,Diesel
294.8,30.0,36.7,106534.61,Automático,Gasolina
168.6,30.0,39.3,70665.74,Automático,Flex
193.0,30.0,36.2,72387.35,Automático,Flex
232.2,30.0,40.1,96727.02,Manual,Gasolina
209.7,30.0,34.9,78343.84,Automático,Flex
189.0,30.0,38.2,71842.6,Manual,Gasolina
201.9,30.0,38.2,80483.7,Automático,Gasolina
324.2,30.0,36.3,141103.37,Automático,Gasolina
176.5,30.0,38.1,67168.95,Automático,Gasolina
192.1,30.0,39.4,71780.73,Manual,Flex
243.0,29.5,33.6,102473.33,Manual,Flex
246.3,30.0,38.3,96159.91,Automático,Híbrido
251.2,30.0,33.8,115207.43,Automático,Flex
218.3,30.0,36.1,80998.77,Automático,Gasolina
111.4,30.0,39.9,52379.44,Automático,Diesel
278.0,30.0,36.6,102953.17,Automático,Diesel
111.2,30.0,35.7,43631.79,Manual,Flex
198.2,30.0,37.2,83857.44,Manual,Flex
134.7,30.0,40.6,59166.46,Automático,Híbrido
176.2,30.0,34.8,78711.03,Automático,Flex
199.7,30.0,35.9,76606.86,Manual,Híbrido
199.3,30.0,39.7,78690.06,Manual,Gasolina
205.3,30.0,40.3,80060.21,Automático,Gasolina
276.8,26.6,33.1,142653.58,Automático,Flex
207.2,30.0,35.6,78980.85,Automático,Flex
165.4,30.0,40.6,64365.69,Automático,Diesel
237.8,30.0,39.9,90623.88,Automático,Híbrido
251.4,30.0,38.5,99293.65,Automático,Gasolina
106.3,30.0,36.3,43128.07,Automático,Gasolina
215.8,30.0,37.4,103230.61,Automático,Diesel
222.1,30.0,37.3,83812.81,Automático,Flex
162.1,30.0,38.0,82367.11,Automático,Gasolina
262.5,30.0,39.7,95982.13,Manual,Flex
171.0,30.0,38.8,73536.34,Manual,Flex
187.5,30.0,35.9,92387.11,Automático,Flex
169.6,30.0,39.6,64213.73,Automático,Flex
180.9,30.0,38.0,100850.05,Manual,Gasolina
114.2,30.0,38.5,49009.16,Automático,Híbrido
93.6,30.0,39.7,64894.02,Automático,Flex
275.7,30.0,35.8,110780.07,Automático,Flex
129.2,30.0,37.4,51803.26,Automático,Gasolina
120.5,30.0,36.7,47267.04,Automático,Flex
75.0,30.0,35.1,32870.25,Manual,Gasolina
141.7,30.0,38.0,53558.12,Automático,Gasolina
100.6,30.0,41.3,39768.42,Automático,Flex
278.5,30.0,34.7,101587.84,Manual,Gasolina
240.6,30.0,37.5,92704.31,Automático,Flex
138.7,30.0,38.5,67424.55,Automático,Gasolina
315.1,29.7,37.3,114956.34,Automático,Flex
238.9,27.7,34.5,88922.98,Automático,Gasolina
160.5,30.0,35.6,69490.76,Automático,Gasolina
75.0,30.0,37.8,31446.28,Automático,Gasolina
317.5,25.1,30.2,117109.21,Automático,Híbrido
96.6,30.0,34.2,38644.38,Automático,Diesel
81.3,30.0,39.3,57181.57,Automático,Gasolina
241.4,30.0,38.9,104704.04,Automático,Flex
326.4,30.0,37.6,121605.36,Automático,Flex
263.1,30.0,37.8,105735.66,Automático,Híbrido
213.8,29.2,38.1,85873.85,Automático,Gasolina
215.7,30.0,37.8,89794.72,Manual,Flex
231.2,30.0,38.9,95399.89,Automático,Gasolina
225.5,30.0,37.1,91845.87,Automático,Gasolina
196.9,30.0,39.5,74998.86,Manual,Híbrido
186.3,30.0,38.0,68586.1,Automático,Flex
176.2,30.0,37.8,70765.64,Automático,Gasolina
134.8,30.0,35.6,72328.42,Manual,Gasolina
163.2,30.0,37.9,68533.84,Manual,Flex
78.4,30.0,36.3,48309.12,Automático,Flex
174.1,30.0,36.5,111759.13,Automático,Gasolina
120.7,30.0,36.3,47026.26,Automático,Híbrido
113.8,30.0,35.9,54593.96,Manual,Gasolina
190.8,30.0,40.7,80995.37,Automático,Gasolina
263.5,29.0,38.2,134749.01,Automático,Híbrido
235.1,30.0,40.4,127690.43,Manual,Gasolina
85.8,30.0,35.7,44624.75,Automático,Gasolina
120.6,30.0,37.6,48009.85,Manual,Flex
236.4,30.0,35.6,101778.63,Automático,Diesel
121.1,30.0,36.5,46499.78,Automático,Gasolina
166.5,30.0,36.1,76455.82,Automático,Híbrido
213.0,30.0,39.4,101652.37,Manual,Flex
121.9,30.0,36.9,50490.93,Automático,Gasolina
186.3,30.0,39.1,78172.59,Automático,Flex
100.0,30.0,38.4,43609.16,Automático,Gasolina
143.9,30.0,41.0,59129.63,Manual,Flex
199.2,30.0,35.3,76431.43,Manual,Flex
84.4,30.0,39.4,46907.43,Automático,Híbrido
206.4,30.0,39.2,102766.32,Automático,Gasolina
178.8,30.0,36.0,93847.65,Manual,Flex
213.1,30.0,39.0,79523.36,Automático,Flex
193.4,30.0,38.0,91476.13,Automático,Gasolina
261.8,30.0,37.2,108019.38,Automático,Gasolina
